,Text,Label
10,"ABOUT AI 
AI is a branch of computer science that deals with making machine works like human. Artificial 
intelligence (AI) is intelligence demonstrated by machines, as opposed to the natural intelligence 
displayed by animals including humans. AI research has been defined as the field of study of 
intelligent agents, which refers to any system that perceives its environment and takes actions that 
maximize its chance of achieving its goals. 
 
Within artificial intelligence (AI) and machine learning, there are two basic approaches: supervised 
learning and unsupervised learning. Supervised learning is a machine learning approach that’s 
defined by its use of labeled datasets. These datasets are designed to train or “supervise” 
algorithms into classifying data or predicting outcomes accurately. Unsupervised learning uses 
machine learning algorithms to analyze and cluster unlabeled data sets. These algorithms discover 
hidden patterns in data without the need for human intervention. 
 
Adversarial machine learning is a technique employed in the field of machine learning that 
attempts to make models more robust by exposing them to adversarial (and sometimes malicious) 
input. AI frameworks make the creation of machine learning/deep learning, neural networks, and 
natural language processing (NLP) applications easier and faster by offering ready solutions. Some 
of the most popular open-source frameworks include TensorFlow, Theano, PyTorch, Sci-Kit, Keras, 
Microsoft Cognitive ToolKit and Apache Mahout.Deep learning is an artificial intelligence function 
that imitates the workings of the human brain in processing data and creating patterns for use in 
decision making. Deep learning is a subset of machine learning in AI that has networks capable of 
learning unsupervised from data that is unstructured or unlabeled. Also known as deep neural 
learning or deep neural network. Machine learning is a branch of AI that allows systems to 
automatically process data and analyze for insights without being programmed explicitly. Machine 
learning is concerned with learning functions and patterns to do things like classification and 
prediction. NLP is concerned with information retrieval, text mining, question answering, machine 
translation, intent understanding, sentiment, emotion, tone extraction in text. It is a branch of AI 
which uses algorithms to train machines in responding to human conversations. 
 
AI frameworks provide data scientists, AI developers, and researchers the building blocks to 
architect, train, validate, and deploy models, through a high-level programming interface. 
TensorFlow is a Python library that invokes C++ to construct and execute dataflow graphs. Scikit-
learn is an open source, commercially usable AI library. Another Python library, scikit-learn supports 
both supervised and unsupervised machine learning. 
 
",1
11,"What is Artificial Intelligence (AI)? 
AI is the study of how to make computers do things which at the moment people do better. In general it 
is the branch of computer science that deals with helping machines find solutions to complex problems 
in a more human-like fashion. 
Supervised learning: 
- 
Inferring a function from training data that consists of training examples. Eg: classification 
- 
It learns from available data and predicts unforeseen data. 
Unsupervised learning 
- 
Finding hidden structure in unlabeled data. There is no distinction between explanatory and 
dependent variables. Eg: clustering 
Frameworks of AI: include Tensorflow, keras, Pytorch, Theano, Microsoft Cognitive Toolkit, caffe, 
Amazon ML, Torch, Apache Mahaout, Spark Mlib, Accord dot net 
Terminologies: Artificial Learning, Deep Learning, Neural Network, Supervised Learning, Unsupervised 
Learning, Reinforcement Learning, Natural Language Processing 
",1
12,"About AI 
Artificial Intelligence, also known as AI, is the ability of a digital computer or computer-controlled 
robot to perform tasks commonly associated with intelligent beings. Artificial intelligence (AI) 
refers to the simulation of human intelligence in machines that are programmed to think like 
humans and mimic their actions. The term may also be applied to any machine that exhibits traits 
associated with a human mind such as learning and problem-solving. 
The ideal characteristic of artificial intelligence is its ability to rationalize and take actions that 
have the best chance of achieving a specific goal. A subset of artificial intelligence is machine 
learning, which refers to the concept that computer programs can automatically learn from and 
adapt to new data without being assisted by humans. Deep learning techniques enable this 
automatic learning through the absorption of huge amounts of unstructured data such as text, 
images, or video. 
In Supervised learning, you train the machine using data which is well “labeled.” It means some 
data is already tagged with the correct answer. It can be compared to learning which takes place 
in the presence of a supervisor or a teacher. A supervised learning algorithm learns from labeled 
training data, helps you to predict outcomes for unforeseen data. Successfully building, scaling, 
and deploying accurate supervised machine learning Data science model takes time and technical 
expertise from a team of highly skilled data scientists. Moreover, Data scientist must rebuild 
models to make sure the insights given remains true until its data changes. 
Unsupervised learning is a machine learning technique, where you do not need to supervise the 
model. Instead, you need to allow the model to work on its own to discover information. It mainly 
deals with the unlabeled data. 
Unsupervised learning algorithms allow you to perform more complex processing tasks compared 
to supervised learning. Although, unsupervised learning can be more unpredictable compared with 
other natural learning deep learning and reinforcement learning methods. 
The applications for artificial intelligence are endless. The technology can be applied to many 
different sectors and industries. AI is being tested and used in the healthcare industry for dosing 
drugs and different treatment in patients, and for surgical procedures in the operating room. 
Frameworks of AI include Tensorflow, Pytorch, Keras, Theano, Microsoft Cognitive Toolkit, 
Caffe, Amazon Machine Learning, Torch, Accord.Net, Apache Mahout, Spark Mlib 
Terminologies related to AI: Natural Language Processing (NLP), Artificial Intelligence (AI), 
Machine Learning, Deep Learning, Neural Network, Supervised Learning, Unsupervised 
Learning, Reinforcement Learning 
",1
13,"About AI 
While a number of definitions of artificial intelligence (AI) have surfaced over the last few decades, John 
McCarthy offers the following definition in this 2004 paper (PDF, 106 KB) (link resides outside IBM), "" It 
is the science and engineering of making intelligent machines, especially intelligent computer programs. 
It is related to the similar task of using computers to understand human intelligence, but AI does not 
have to confine itself to methods that are biologically observable."" 
Terminologies related to AI 
Algorithms: A set of rules or instructions given to an AI, neural network, or other machines to help it 
learn on its own; classification, clustering, recommendation, and regression are four of the most popular 
types. 
Artificial intelligence: A machine’s ability to make decisions and perform tasks that simulate human 
intelligence and behavior. 
Artificial neural network (ANN): A learning model created to act like a human brain that solves tasks that 
are too difficult for traditional computer systems to solve. 
Autonomic computing: A system's capacity for adaptive self-management of its own resources for high-
level computing functions without user input. 
Chatbots: A chat robot (chatbot for short) that is designed to simulate a conversation with human users 
by communicating through text chats, voice commands, or both. They are a commonly used interface 
for computer programs that include AI capabilities. 
Classification: Classification algorithms let machines assign a category to a data point based on training 
data. 
Cluster analysis: A type of unsupervised learning used for exploratory data analysis to find hidden 
patterns or grouping in data; clusters are modeled with a measure of similarity defined by metrics such 
as Euclidean or probabilistic distance. 
Clustering: Clustering algorithms let machines group data points or items into groups with similar 
characteristics. 
Cognitive computing: A computerized model that mimics the way the human brain thinks. It involves 
self-learning through the use of data mining, natural language processing, and pattern recognition. 
Convolutional neural network (CNN): A type of neural networks that identifies and makes sense of 
images. 
Data mining: The examination of data sets to discover and mine patterns from that data that can be of 
further use. 
Data science: An interdisciplinary field that combines scientific methods, systems, and processes from 
statistics, information science, and computer science to provide insight into phenomenon via either 
structured or unstructured data. 
Decision tree: A tree and branch-based model used to map decisions and their possible consequences, 
similar to a flow chart. 
Deep learning: The ability for machines to autonomously mimic human thought patterns through 
artificial neural networks composed of cascading layers of information. 
Fluent: A type of condition that can change over time. 
Game AI: A form of AI specific to gaming that uses an algorithm to replace randomness. It is a 
computational behavior used in non-player characters to generate human-like intelligence and reaction-
based actions taken by the player. 
Genetic algorithm: An evolutionary algorithm based on principles of genetics and natural selection that 
is used to find optimal or near-optimal solutions to difficult problems that would otherwise take decades 
to solve. 
Heuristic search techniques: Support that narrows down the search for optimal solutions for a problem 
by eliminating options that are incorrect. 
Knowledge engineering: Focuses on building knowledge-based systems, including all of the scientific, 
technical, and social aspects of it. 
Logic programming: A type of programming paradigm in which computation is carried out based on the 
knowledge repository of facts and rules; LISP and Prolog are two logic programming languages used for 
AI programming. 
Machine intelligence: An umbrella term that encompasses machine learning, deep learning, and classical 
learning algorithms. 
Machine learning:  A facet of AI that focuses on algorithms, allowing machines to learn without being 
programmed and change when exposed to new data.  
Machine perception: The ability for a system to receive and interpret data from the outside world 
similarly to how humans use our senses. This is typically done with attached hardware, though software 
is also usable. 
Natural  language  processing: The ability for a program to recognize human communication as it is 
meant to be understood.  
Recurrent neural network (RNN): A type of neural network that makes sense of sequential information 
and recognizes patterns, and creates outputs based on those calculations. 
 
Supervised and Unsupervised Learning: 
Supervised learning: A type of machine learning in which output datasets train the machine to generate 
the desired algorithms, like a teacher supervising a student; more common than unsupervised learning. 
 
Swarm behavior: From the perspective of the mathematical modeler, it is an emergent behavior arising 
from simple rules that are followed by individuals and does not involve any central coordination. 
 
Unsupervised learning: A type of machine learning algorithm used to draw inferences from datasets 
consisting of input data without labeled responses. The most common unsupervised learning method is 
cluster analysis. 
Frameworks of AI: Tensorflow, keras, Pytorch, Theano, Microsoft Cognitive Toolkit, caffe, 
Amazon ML, Accord dot net, Apache Mahaout. 
",1
14,"About AI 
Artificial Intelligence (AI) is rapidly transforming our world. Remarkable surges in AI capabilities have 
led to a wide range of innovations including autonomous vehicles and connected Internet of Things 
devices in our homes. AI is even contributing to the development of a brain-controlled robotic arm that 
can help a paralyzed person feel again through complex direct human-brain interfaces. These new AI-
enabled systems are revolutionizing and benefitting nearly all aspects of our society and economy – 
everything from commerce and healthcare to transportation and cyber security. But the development 
and use of the new technologies it brings are not without technical challenges and risks. AI and 
Machine Learning (ML) is changing the way in which society addresses economic and national 
security challenges and opportunities. It is being used in genomics, image and video processing, 
materials, natural language processing, robotics, wireless spectrum monitoring and more. These 
technologies must be developed and used in a trustworthy and responsible manner. 
Algorithm 
An algorithm is a formula representing the relationship between certain variables. Think of algorithms 
as a simple set of instructions with a finite end designed to produce an output. An everyday example 
of an algorithm is a recipe. You have a set amount of inputs (ingredients) designed to produce a 
repeatable output — apple pie, for example. Machine learning programs in AI use algorithms to make 
predictions, and in the case of marketing, suggestions are based on algorithms that hope to target the 
user’s specific preferences (if website visitor ‘A’ visits pages for kid’s short sleeve shirts an algorithm 
will email them coupons for kid’s short sleeve shirts). 
Chatbots 
A chatbot is a program that runs within websites and apps that interacts directly with users to help 
them with simple tasks. A “conversation” happens between the user and the computer program. These 
are often currently used for customer support, but the applications for chatbots are growing. 
Cluster 
Any group of people or things that share a common characteristic. Data is combed through by AI to 
uncover patterns and connections that humans might not readily see. Clusters can be used to identify 
target segments or audiences, creating marketing opportunities through commonalities. 
Cognitive science 
The broader form of study that includes AI in addition to philosophy, linguistics, psychology, 
neuroscience, and anthropology. All of these combine together to learn how the mind functions and, 
when applied to AI, how machines can simulate human thought and action. 
Machine learning 
With limited need for programming, machines can teach themselves. Combing through massive 
amounts of data allows AI to identify patterns and groupings. This could be used to determine target 
audiences, decide on optimal times to send emails, or segment out groupings for deeper engagement. 
Deep learning 
In this advanced version of machine learning, computers actually teach themselves with minimal 
programming by humans. Marketers can use deep learning to identify data and make predictions 
related to how consumers might behave.  
Image recognition (or “computer vision”) 
One of the more complicated processes for machine learning, computers can be programmed to 
understand what is happening in an image. AI searches for patterns within images to quickly identify 
nuances that humans may not see. 
Natural Language Processing (NLP) 
This technology allows machines to determine what humans are saying, whether in text or by voice. 
More sophisticated programs can decipher speech in various languages, understanding not only the 
actual vocabulary, but also pulling out context and more hidden meanings. Sarcasm and subtlety are 
still difficult for AI, but advanced technology is working on it. 
Neural networks 
Structured to be similar to the human brain, this AI model incorporates natural language processing 
and deep learning to identify faces in photos and analyze handwriting. 
Semantic analysis 
A more sophisticated form of Natural Language Processing, this concept is focused on the process of 
stringing words together as well as the way that language is understood through cultural context. This 
could function as a help to create eBooks and blog posts, with the potential to replace human writers 
or content marketers (!). Wait, what? 
TensorFlow™ is an open source software library for numerical computation using data flow graphs. 
Nodes in the graph represent mathematical operations, while the graph edges represent the 
multidimensional data arrays (tensors) communicated between them. The flexible architecture allows 
you to deploy computation to one or more CPUs or GPUs in a desktop, server, or mobile device with a 
single API. TensorFlow was originally developed by researchers and engineers working on the Google 
Brain Team within Google's Machine Intelligence research organization for the purposes of conducting 
machine learning and deep neural networks research, but the system is general enough to be 
applicable in a wide variety of other domains as well. 
PyTorch is an open source machine learning framework based on the Torch library, used for 
applications such as computer vision and natural language processing, primarily developed by Meta 
AI. It is free and open-source software released under the Modified BSD license. Although 
the Python interface is more polished and the primary focus of development, PyTorch also has 
a C++ interface.  
MindSpore is the AI computing framework. Fully developed by Huawei from the ground up, it 
implements on-demand collaboration across the cloud-edge-device. It provides unified APIs and end-
to-end AI capabilities for model development, execution, and deployment in all scenarios. 
Using a distributed architecture, MindSpore leverages a native differentiable programming paradigm 
and new AI native execution modes to achieve better resource efficiency, security, and 
trustworthiness. Meanwhile, MindSpore makes full use of the computing power of Ascend AI 
processors and lowers the entry requirements of industry AI development, bringing inclusive AI faster 
to reality. 
Supervised learning is an approach to creating artificial intelligence (AI), where a computer algorithm is 
trained on input data that has been labeled for a particular output. The model is trained until it can 
detect the underlying patterns and relationships between the input data and the output labels, enabling 
it to yield accurate labeling results when presented with never-before-seen data. 
Supervised learning is good at classification and regression problems, such as determining what 
category a news article belongs to or predicting the volume of sales for a given future date. In 
supervised learning, the aim is to make sense of data within the context of a specific question. 
Unsupervised Learning is a machine learning technique in which the users do not need to supervise 
the model. Instead, it allows the model to work on its own to discover patterns and information that 
was previously undetected. It mainly deals with the unlabelled data. 
Unsupervised Learning Algorithms allow users to perform more complex processing tasks 
compared to supervised learning. Although, unsupervised learning can be more unpredictable 
compared with other natural learning methods. Unsupervised learning algorithms include clustering, 
anomaly detection, neural networks, etc. 
",1
15,"About AI
Sudeep Casichhwa
June 2022
1
Introduction
Artificial intelligence is the simulation of human intelligence processes by ma-
chines, especially computer systems. Specific applications of AI include expert
systems, natural language processing, speech recognition and machine vision.
2
How does AI work?
As the hype around AI has accelerated, vendors have been scrambling to pro-
mote how their products and services use AI. Often what they refer to as AI is
simply one component of AI, such as machine learning. AI requires a foundation
of specialized hardware and software for writing and training machine learning
algorithms. No one programming language is synonymous with AI, but a few,
including Python, R and Java, are popular.
In general, AI systems work by ingesting large amounts of labeled training
data, analyzing the data for correlations and patterns, and using these patterns
to make predictions about future states.
In this way, a chatbot that is fed
examples of text chats can learn to produce lifelike exchanges with people, or
an image recognition tool can learn to identify and describe objects in images
by reviewing millions of examples.
AI programming focuses on three cognitive skills: learning, reasoning and
self-correction.
processes: This aspect of AI programming focuses on acquiring data and
creating rules for how to turn the data into actionable information. The rules,
which are called algorithms, provide computing devices with step-by-step in-
structions for how to complete a specific task.
Reasoning processes: This aspect of AI programming focuses on choosing
the right algorithm to reach a desired outcome.
Self-correction processes: This aspect of AI programming is designed to con-
tinually fine-tune algorithms and ensure they provide the most accurate results
possible.
1
3
AI Framework
1. Tensor Flow Hailing from the Google family, Tensor Flow proves to be a
robust open-source framework that supports deep learning and which can
be accessed even from a mobile device.
Tensor flow is considered an apt tool for statistic program development.
As it offers distributed training, machine models can be trained a lot more
effectively at any level of abstraction that the user prefers.
Features
(a) A scalable multi programming interface for easy programming
(b) Strong growth drivers, with a strong open source community
(c) Provides extensive and well-documented manuals for people
Pros
(a) The language used by tensor flow is Python, which is very popular
nowadays.
(b) This framework is capable of high computational power. Hence, it
can be used on any CPU or GPU.
(c) Uses computational graph abstraction to create machine models
Cons
To make a decision or prediction, the framework passes the input data
through multiple nodes. This can be time-consuming. It also lacks many
of the pre-trained models of AI.
2. Microsoft CNTK Microsoft CNTK is a faster and more versatile open-
source framework that is based on neural networks that support text,
message, and voice remodeling.
It provides an efficient scaling environment due to a faster overall evalua-
tion of the machine models while taking care of accuracy.
Microsoft CNTK has integrations with major massive datasets, making it
the leading choice to be adopted by big players like Skype, Cortana, etc.,
with a very expressive easy-to-use architecture as well.
Features
1. Highly optimized to provide efficiency, scalability, speed, and high-level
integrations
2. Has built-in components such as hyperparameter tuning, supervised learn-
ing models, reinforcement, CNN, RNN, etc.
3. Resources are utilized to provide the best efficiency.
4. Own networks that can be expressed efficiently such as full APIs, both
high level and low level.
2
",1
16," 
 
 
          Artificial Interlligence 
 
Artificial Intelligence, also known as AI, is the ability of a digital computer or computer-
controlled robot to perform tasks commonly associated with intelligent beings. Artificial 
intelligence (AI) refers to the simulation of human intelligence in machines that are programmed 
to think like humans and mimic their actions. The term may also be applied to any machine that 
exhibits traits associated with a human mind such as learning and problem-solving. The ideal 
characteristic of artificial intelligence is its ability to rationalize and take actions that have the 
best chance of achieving a specific goal. A subset of artificial intelligence is machine learning, 
which refers to the concept that computer programs can automatically learn from and adapt to 
new data without being assisted by humans. Deep learning techniques enable this automatic 
learning through the absorption of huge amounts of unstructured data such as text, images, or 
video.  
 
 
 
 
 
Supervised learning 
 
Supervised learning, as the name indicates, has the presence of a supervisor as a teacher. 
Basically supervised learning is when we teach or train the machine using data that is well 
labelled. Which means some data is already tagged with the correct answer. After that, the 
machine is provided with a new set of examples(data) so that the supervised learning algorithm 
analyses the training data(set of training examples) and produces a correct outcome from labelled 
data. 
  
  
Unsupervised learning 
 
Unsupervised learning is the training of a machine using information that is neither classified nor 
labeled and allowing the algorithm to act on that information without guidance. Here the task of 
the machine is to group unsorted information according to similarities, patterns, and differences 
without any prior training of data.  
Unlike supervised learning, no teacher is provided that means no training will be given to the 
machine. Therefore the machine is restricted to find the hidden structure in unlabeled data by 
itself.  
 
 
 
 
 
 
 
 
 
 
Terminologies related to AI 
Natural Language Processing (NLP), Artificial Intelligence (AI), Machine Learning, Deep Learning, Neural 
Network, Supervised Learning, Unsupervised Learning, Reinforcement Learning 
 
 
 
        
 
Framework of AI 
Frameworks of AI include Tensorflow, Pytorch, Keras, Theano, Microsoft Cognitive Toolkit, Caffe, 
Amazon Machine Learning, Torch, Accord.Net, Apache Mahout, Spark Mlib 
",1
0,"Webpage development
Webpage development is the concept of developing websites for many
enterprise to have the online presence that is essential these days for the
survival of any big company and corporations so the initial concept is there
are 2 ends front end and backend.
Front end deals with the concept of having beautiful looking cover to show
to users backend deals with concept of having really capable of processing
parts of sites like engine inside the hood that is not seen but determines
almost everything about a car
",0
1,"Webpage development
Webpage development means developing websites having front end
backend to support the working of websites dealing with various tools like
html,css, js and many more.
Html is used to design the cover of the webpages, CSS is used to design
the styling of the site, and jss is used to design the overall working of the
entire site.
",0
2,"Webpage development
Webpage development means building sites capable of processing various
requests and just giving the overall impression of having an online
presence of a corporation. It basically comprises front end and backend
and also is capable of showing the entire information of anything in the real
world. It is done using html,css,js and many more.
Webpages are present in a great deal and are nowadays a must for huge
corporations and companies to be visible to everyone these days.
",0
3,"Webpage development
Web development is the work involved in developing a website for the
Internet or an intranet. Web development can range from developing a
simple single static page of plain text to complex web applications,
electronic businesses, and social network services.
Frontend Development: The part of a website that the user interacts directly is termed
as front end. It is also referred to as the ‘client side’ of the application.
Backend Development: Backend is the server side of a website. It is the part of the
website that users cannot see and interact. It is the portion of software that does not
come in direct contact with the users. It is used to store and arrange data.
",0
4,"Web development 
 
Web development refers to the building, creating, and maintaining of websites. It includes aspects 
such as web design, web publishing, web programming, and database management. It is the 
creation of an application that works over the internet i.e. websites. n a few words, web 
development involves the creation and maintenance of websites. 
Sharing of ideas as well as operate at any type of level on issue just how little or large is the 
prime purpose offered by developers of internet sites. It might begin with the grass-root 
academic level and rise to professional levels. Creating your very own websites has actually 
come to be so practical now with the help of devices such as PHP Programs. With a website that 
is developed in an excellent fashion, firms, and also companies as well as market their product or 
services conveniently and also skillfully as well as help to improve their services. 
Modern web development also includes web applications. Web applications are software 
packages that run on a web server and are accessed through the internet. This is unlike a 
traditional application that runs on your computer, tablet, or phone. 
In this article, we'll walk you through everything you need to know about the basics of web 
development which include front-end and back-end. 
Front-end web development has to do with the interface that you, the user, interact with when 
you visit a website or use a web application. Front-End Developers create everything you see on 
a web page, including: 
• 
Colors 
• 
Layout 
• 
Navigation 
Back-end web development has to do with the parts of a website that you can't see, particularly 
how website information is stored and retrieved. 
When you access a webpage in your browser, you're essentially requesting to see a file stored on 
a server somewhere. When you load a webpage for the first time or sign into a website with a 
username and password, it's Back-End Developers who make it possible to access website 
information efficiently and securely. 
 
 
A web framework is a code library that makes web development quicker and easier by giving 
basic patterns for building reliable, scalable and maintainable web applications. Web frameworks 
exist to make it easier for the developer to make a web application. 
Here are several web frameworks that have been designed to make coding and app development 
much easier for those in the industry. A few of the most popular and successful web frameworks 
include: 
• 
Django  
• 
Ruby on Rails 
These frameworks assist codes such as HTML, Ruby, and Python when it comes to constructing 
web applications and web-based services. There are a variety of things that can be done with a 
web framework, such as the generation of HTML, the formation of default templates, and the 
ability to access a library of coding information to keep code simple and automated each time a 
developer makes a new web application. 
 
 
 
",0
5,"Web Development 
 
Web development is the work involved in developing a website for the Internet (World Wide 
Web) or an intranet (a private network).[1] Web development can range from developing a simple 
single static page of plain text to complex web applications, electronic businesses, and social 
network services. A more comprehensive list of tasks to which Web development commonly 
refers, may include Web engineering, Web design, Web content development, client 
liaison, client-side/server-side scripting, Web server and network security configuration, and e-
commerce development. 
 
Among Web professionals, ""Web development"" usually refers to the main non-design aspects of 
building Web sites: writing markup and coding.[2] Web development 
may use content 
management systems (CMS) to make content changes easier and available with basic technical 
skills. 
 
For larger organizations and businesses, Web development teams can consist of hundreds of 
people (Web developers) and follow standard methods like Agile methodologies while 
developing Web sites. Smaller organizations may only require a single permanent or contracting 
developer, 
or 
secondary 
assignment 
to 
related 
job 
positions 
such 
as 
a graphic 
designer or information systems technician. Web development may be a collaborative effort 
between departments rather than the domain of a designated department. There are three kinds of 
Web developer specialization: front-end developer, back-end developer, and full-stack 
developer.[3] Front-end developers are responsible for behavior and visuals that run in the user 
browser, while back-end developers deal with the servers. Since the commercialization of the 
Web with Tim Berners-Lee[4] developing the World Wide Web at CERN, the industry has 
boomed and has become one of the most used technologies ever. 
 
Importance of Web Development 
As human beings, we pride ourselves on our superb adaptation skills and ability to change with 
the times. Stemming from this, when the social world shifted from a place of interpersonal 
connections to internet connections, so did the world of business. There's no getting around it; 
our digitally-driven lifestyle has given us little choice but to adapt to technology, and if you 
haven't already, it's time to get a move on. It's a no-brainer; website development is now essential 
to you as a business person. For your business to generate more business, your voice needs to be 
heard, your brand needs to be seen, and your goals need to be reached. Website development is 
the key to making those things happen. The same way an eye is the window to the soul, a 
website is the window to the business, giving customers a taste of what you have to offer and 
enticing them to delve deeper for more. 
 
We are simple creatures in that we like convenience, and there's nothing more convenient than 
accessing a whole host of information by simply clicking a button, which is what millions of 
people do when they go online every day. If your product can't be found on the other side of that 
click, you've already lost access to those millions of people, and your company effectively 
doesn't exist. In conjunction with this, establishing a strong web presence as a business while 
reaching millions of internet surfers who might become potential clients will elevate your 
product to a universally compatible entity, even if the service you provide is physically localized 
to a specific place. So what kind of information is valuable to showcase on your website, in order 
to leave a maximal impact? 
 
 
Front-end Development 
Front end development is programming which focuses on the visual elements of a website or app 
that a user will interact with (the client side). Meanwhile, back end development focuses on the 
side of a website users can’t see (the server side). They work together to create a dynamic 
website to allow users to make purchases, use contact forms, and any other interactive activities 
you might participate in while browsing a site. Some examples of dynamic websites are Netflix, 
PayPal, Facebook, and the Kenzie Academy site you’re currently on. 
 
Back-End Development 
 
Back-end Development refers to the server-side development. It focuses on databases, scripting, 
website architecture. It contains behind-the-scene activities that occur when performing any 
action on a website. It can be an account login or making a purchase from an online store. Code 
written by back-end developers helps browsers to communicate with database information. 
 
Frontend Vs. Backend 
When you’re coding, you’ll use a programming language. Much like human languages, these 
languages allow programmers to communicate with their computers through a series of symbols 
(referred to as code). Very simply, it’s like giving your computer instructions. Front end 
developers work in languages like HTML, CSS, and JavaScript.  
 
HTML stands for Hyper Text Markup Language. It’s the standard markup language for creating 
webpages.  
 
CSS is short for Cascading Style Sheets. While HTML is used to create structure on a site, CSS 
is used to bring style and flair. It defines a site’s colors, fonts, and the style of other site content.  
 
JavaScript is a language that can be used to make a site interactive and fun. You can use it to run 
a game on your site, to name one example.  
Front end also works in its own set of frameworks and libraries. Here are just a few of the 
frameworks and libraries a front end developer would work with:  
 
AngularJS 
 
React.js 
 
jQuery 
 
Sass 
Back end developers work in languages like PHP, C++, Java, Ruby, Python, JavaScript, and 
Node.js. Here’s a bit more on a few of these languages:  
 
PHP is a server-side scripting language.  
 
Java is a highly popular platform and programming language.  
 
Python is a general-purpose coding language. It’s different from some of the others we’ve 
mentioned here because it can be used for other kinds of software development and isn’t limited 
solely to web development.  
Back end frameworks include: 
 
Express 
 
Django 
 
Rails 
 
Laravel 
 
Spring 
Framework 
A web development framework is a set of resources and tools for software developers to build 
and manage web applications, web services and websites. 
Such a framework includes templating capabilities for presenting information within a browser, 
the programming environment for scripting the flow of information and the application 
programming interfaces (APIs) for accessing underlying data resources. The framework also 
provides the foundations and system-level services for software developers to build a content 
management system (CMS) for managing digital information on the Web. Developers can use 
the framework to define the 'out-of-the-box' content management capabilities, user authentication 
features, and administrative tools.  
A web development framework can be built upon a pre-defined infrastructure such as the Linux, 
Apache, MySQL and PHP (LAMP) stack.Once defined and implemented the core CMS features 
and functions can be difficult to modify. 
 
 
",0
6,"Web development is the work involved in developing a website for the Internet (World Wide Web) or an 
intranet (a private network). Web development can range from developing a simple single static page of plain 
text to complex web applications, electronic businesses, and social network services. A more comprehensive 
list of tasks to which Web development commonly refers may include Web engineering, Web design, Web 
content development, client liaison, client-side/server-side scripting, Web server and network security 
configuration, and e-commerce development. 
The website development process defines the functionality, applicability, and general functioning of your 
website. A user-friendly user interface on a website will result in a considerably greater conversion rate, 
which will translate into more business and profits. This is accomplished through the use of exceptional web 
design on a developer's website. Optimization of the website to increase its search engine presence will 
guide this decision-making process. Web design enables you to build and maintain consistency across all 
sections of your website, which is important for SEO. 
  
The company owner can select the photographs that will be used by contacting a competent web designer. 
SEO is a critical component of the web building process that must be handled with attention. Through this 
optimization, the website appears when different searches are entered into the search engine. This means 
the website receives more hits from search engine results pages and increases its visibility. The amount of 
money a business makes is directly proportional to the volume of sales it produces. 
  
The creation and effective promotion of a website may help a business attract more customers and increase 
sales. According to the research, eCommerce operations climbed by 21.3 percent in the previous calendar 
year. A well-designed website is essential for reaching a larger audience and generating more leads or 
customers. A pleasant user experience and an easy-to-understand website design will encourage customers 
to spend more time on your website and learn more about the products and services you provide. Web 
development and design help to promote a company's brand name. 
  
Profits and revenues rise as a result of this development. The same method may be used by using ReactJS 
development services for blogs or any other custom web development service, such as Adobe Illustrator or 
Photoshop. 
",0
7,"Abotut Web
Web development refers to the building, creating, and maintaining of web-
sites. It includes aspects such as web design, web publishing, web program-
ming, and database management. It is the creation of an application that
works over the internet i.e. websites.
In the process of Web Development, Developers build web pages and
applications for either the Intranet, a private network, or the Internet. Web
Development does not necessarily focus on a website‘s design; rather, it is
majorly concerned with the programming and coding part, which is the main
reason for the functioning of the website.
It refers to developing and maintaining web pages, including bits and
pieces of concepts like web design, web programming, web publishing, and
database management. Further, it includes various types of web development
tools and techniques such as text editors for manually coding the websites,
Dreamweaver for developing a web page, using a blogging website to update
blogs, and more.
Web Development frameworks are created by Developers to make it easier
to develop and work with various programming languages. These frameworks
basically remove all the redundant and difficult tasks that are involved in
the process of setting up a web page. The frameworks either do the tasks
themselves or make it easier for Developers to complete those tasks.
The frontend refers to technologies presented on the front side of a website
or a web application, meaning it‘s a client-facing interface for users to move
around with elements like a computer browser, buttons, and text.
The backend refers to the technology and interface that runs in the back-
ground of a website or web application to either produce a completely server-
facing interface or make the frontend possible. The backend is server-facing,
often never seen by users.
1
",0
